ROI              M_S         M_C       SNR_g       SNR_p    M_S_norm   M_S_ratio         M_X
--------------------------------------------------------------------------------------------
0            -43.738     0.51768      3.4882     0.93075     -15.137     0.66355     0.85576
1             38.941   -0.087577     0.52251     0.11513      9.7861      2.4277     0.68306
2             3.9181     0.29295      0.1604    0.025258      1.3983      1.1333    0.067396
3             23.055     0.14261     0.83581    0.016763      5.1448      1.4397     0.11632
4             18.039     0.46951      2.2635     0.27487      4.5609      1.4032     0.40913
5            -6.6865     0.13258     0.29531     0.14064     -1.9262     0.86248     0.61055
6             19.501     0.85329      2.4149     0.30268      6.5045      1.4219     0.16779
7            -13.156     0.36725     0.23398     0.10108      -3.249     0.79979     0.44457
8             5.1784     0.68767     0.96607    0.065079      1.0089      1.2006      0.3362
9             6.9715   -0.020633     0.33976     0.22902      1.3282      1.1664    0.019604
10            24.082    -0.22668    0.093115    0.037274      11.062      3.0618    -0.27409
11            14.677     0.44006      1.1913   -0.028302      3.7814      1.4488    0.042094
12            67.541     -0.1647     0.41333     0.84557      28.679       3.895    -0.39854
13            3.7858     0.01026     0.12803     0.58603       3.176      1.2358    -0.13208
15            61.461    -0.28222     0.18601     0.47665      13.069      2.1426    -0.19765
16           -3.1524    0.072743     0.90138     0.13764     -1.3433     0.92898     0.17945
17            42.935    -0.38275     0.23619   -0.038143      10.756      3.2616     0.63341
18            13.285    -0.33183    0.094028    0.060386      4.8998      1.3687     0.12436
19            4.5667    -0.13807     0.73319   -0.044551      1.3138      1.1284    -0.11193
20            -16.09    0.045287    0.072842     0.36117     -4.5527     0.72846     0.38803
22            -39.16      0.8188      4.3917      1.9661      -13.47     0.67634     0.65728
23           -18.699     0.25426     0.09791  -0.0068375     -4.6241     0.63654      0.7069
24           -5.8451    -0.10122    0.075792    -0.09017     -1.2728     0.86324    -0.14184
26           -3.6759     0.41303     0.93287     0.18553    -0.46628     0.95897     0.11377
27            9.1556    -0.25192     0.72655     0.32498      4.3004      1.2474     0.25205
28            12.504     0.19942    0.047259   -0.012055      5.9559      1.7908      -1.432
29            15.722     0.74776     0.35052     0.17644      2.7815      1.4427     -0.2365
30            35.701     -0.4646     0.33459   -0.045866      7.9925       1.993    -0.35115
31            44.427     0.73357     0.34338     0.41221       6.879       2.039    -0.41603
35           -4.7357     0.41323     0.12864    -0.10288    -0.45155     0.81894     0.29475
38           -1.8668    0.086773     0.18414     0.38656    -0.67211     0.96641   -0.016962
39           -7.4387    0.074387    0.034706   -0.006754     -1.8055     0.84653  -0.0052122
40           0.64389    -0.31922     0.24087     0.10549     0.19239      1.0234    -0.20598
41            36.947    0.032413     0.97873    0.057751        5.72       1.617     0.19327
42            10.719     0.23419    0.061887   -0.024232      2.8027      1.4907    -0.27931
43            1.2089    -0.22151      1.0157    0.082608     0.63082      1.0492      0.2019
44           0.64118      0.1371     0.17688   -0.010867     0.22134      1.0184    -0.28951
45           -5.7706    -0.47294     0.12228    -0.11929     -0.8825     0.82186     0.59717
46            18.297    -0.44074    0.039783     0.35977        4.64       6.316     -2.1154
